,movieName,movieYear,songName,songSinger,songMusic,songLyricist,songLyrics
766,Lootmaar ,1980,Jab Chaye Mera Jadoo,Asha Bhosle,Rajesh Roshan,Amit Khanna,"Jab chaye mera jadoo koi bach na paye, ha
Jab chaye mera jadoo koi bach na paye, ha

Phoolon ki narmi hoon main
Sholon ki garmi hoon main
Phoolon ki narmi hoon main
Sholon ki garmi hoon main
Toofano ki halchal hoon
Hawaon ka aanchal hoon main
Jo dhoondhe ho, woh paye
Phir bhi hath na aaye, ha
Jab chaye mera jadoo koi bach na paye haye

Kabhi main dard jagaati hoon
Kabhi main zakhm mitaati hoon
Kabhi main dard jagaati hoon
Kabhi main zakhm mitaati hoon
Kabhi main raaz chupaati hoon
Kabhi khud raaz ban jaati hoon
Dil toote, ho saans choote
Phir bhi tu peechhe aaye, haye
Jab chaye mera jadoo koi bach na paye haye

Mujhse tum takrana na
Aake yahan pachtana na
Mujhse tum takrana na
Aake yahan pachtana na
Mera badan pighla sona
Jaan bhi jaaye khabar ho na
Yeh masti, nahin sasti
Dilwala hi boli lagaye, ha
Jab chaye mera jadoo koi bach na paye ha!
"
767,Lootmaar ,1980,Hans Tu Hardam,"Kishore Kumar, Shivangi Kolhapure, Varsha Bhosle",Rajesh Roshan,Amit Khanna,"Hey Hans tu hardam, khushiyan ya gham
Hans tu hardam, khushiyan ya gham
Kisi se darna nahi, dar dar ke jeena nahi
Hans tu hardam, khushiyan ya gham
Kisi se darna nahi, dar dar ke jeena nahi
Hans tu hardam, khushiyan ya gham

Jo kamzor hain khud wohi
Hath uthaya karte hain
Jo darpok hain khud wohi
Aankh dikhaya karte hain
Dadagiri se kabhi ghabraya na karo
Arre hans tu hardam, khushiyan ya gham
Hans tu hardam, khushiyan ya gham

Teri himmat hi kismat jo bigdi baat banayegi
Shaan se tu yeh kadam utha
Manzil khud mil jaayegi
Mara mari mein khud ho uljhaya na karo
Arre hans tu hardam, khushiyan ya gham
Hans tu hardam, khushiyan ya gham
Kisi se darna nahi, dar dar ke jeena nahi
Hans tu hardam, khushiyan ya gham

Lootmaar se kya milta
Khoon-kharaba hota hai
Jaisi karni waisi bharni yehi faisla hota hai
Dushman ki lalkar se tum dar jaaya na karo
Arre hans tu hardam, khushiyan ya gham
Hans tu hardam, khushiyan ya gham
Kisi se darna nahi, dar dar ke jeena nahi
Hans tu hardam, khushiyan ya gham
"
768,Love Love Love ,1989,Wada Kiya Hai - Naachenge Hum Disco Daandiyaa,"Alisha Chinoy, Vijay Benedict",Bappi Lahiri,Anjaan,"Vaada kiya hai aane ka usne aayegi aayegiAayegi woh to masti dilon par chhaayegi chhaayegiJhoomeinge hum gaayenge hum naachenge hum disco daandiyaaBaahon mein jab woh aayegi saanson mein halchal machaayegiPyaar se aankhein milaayegi dil par chhaap lagaayegiWoh phulajhadi phoolon ki jhadi jab chhadi se chhadi milaayegiMasti mein dil mera jhoomegaa chhaayegaa nashaUngali pe mujhko nachaayegi aayega mazaKyun aayi na teri mehboobaWaade pe tere hai mujhko yakin vaada tu nahin tod sakatiIs mod pe laakar mujhko daaman tu chhod nahin sakatiAwaaz doonga jab main tujhe tu na kahin ruk paayegiHai aaj to pyaar ka imtehanTu apna vaada nibhaayegi haanVaada kiya tha aane ka maine yeh lo main aa gayiMehboob tere liye main duniya se takaraa gayiJhoomeinge hum...Teri chhadi se meri chhadi aisi ladi haaye aisi ladiTan mein koi chingari udiHaan saanson ki garmi aur badhiAisa tajurbaa pehle hua na pehle na aayi aisi ghadiHangaamaa mil ke machaayenge hoga ratajagaaAisa hua na hoga kabhi disco daandiyaaJhoomeinge hum...
"
769,Love Sex Aur Dhokha ,2010,LSD Title Track,Kailash Kher,Sneha Khanwalkar,Dibakar Banerjee,"Dhishkyaun dhishkyaun dhishkyaun
Dhishkyaun dhishkyaun..

Tujhe goli... maarunga
Teri jaan... bachaaunga
Tujhe goli maarunga
Teri jaan bachaaunga
Tujhe goad sulaaunga
Teri neend udaaunga
Tujhe goli maarunga [ha]
Teri jaan bachaaunga [ha]
Tujhe goad sulaaunga [ha]
Teri neend udaaunga [ha]

Tujhe goli maarun, jaan bachaaun
Goad sulaaun, neend udaaun
Saans yeh meri bhaap hai baby
Garam agan ka jhonka
Saans yeh meri bhaap hai baby
Garam agan ka jhonka
Kaat ke rakh doonga agar
Toone judne se roka
Love sex aur dhokha darling
Love sex aur dhokha darling
Love sex aur dhokha darling
Love sex aur dhokha
Love sex aur dhokha darling
Love sex aur dhokha
Love sex aur dhokha darling
Love sex aur dhokha
Love sex aur dhokha darling
Love sex aur dhokha
Love sex aur dhokha darling
Love sex aur dhokha

Tasveer utaarunga wah wah wah
Tasveer utaarunga, mele mein dikhaaunga
Jo dekhega uski akhiyan nuchwaaunga
Tasveer utaarunga, mele mein dikhaaunga
Jo dekhega uski akhiyan nuchwaaunga

Tasveer utaarun aa, mele mein dikhaaun aa
Jo dekhe uski ii, akhiyan nuchwaaun
Tasveer utaarun, mele mein dikhaaun
Jo dekhe uski aankh nuchwaaun
Hawas ki tarkari mein
Dala jalan bhulan ka jhonka
Hawas ki tarkari mein
Dala jalan bhulan ka jhonka
Kaat ke rakh doonga agar
Toone judne se roka
Love sex aur dhokha darling
Love sex aur dhokha darling
Love sex aur dhokha darling
Love sex aur dhokha
Love sex aur dhokha darling
Love sex aur dhokha
Love sex aur dhokha darling
Love sex aur dhokha

Tujhe goli... maarunga
Teri jaan... bachaaunga
Tujhe goli maarunga [ha]
Teri jaan bachaaunga [ha]
Tujhe goad sulaaunga [ha]
Teri neend udaaunga [ha]

Tujhe goli maarun, jaan bachaaun
Goad sulaaun, neend udaaun
Saans yeh meri bhaap hai baby
Garam agan ka jhonka
Saans yeh meri bhaap hai baby
Garam agan ka jhonka
Kaat ke rakh doonga agar
Toone judne se roka
Love sex aur dhokha darling
Love sex aur dhokha darling
Love sex aur dhokha darling
Love sex aur dhokha
Love sex aur dhokha darling
Love sex aur dhokha
Love sex aur dhokha darling
Love sex aur dhokha
Love sex aur dhokha darling
Love sex aur dhokha
Love sex aur dhokha darling
Love sex aur dhokha
Love sex aur dhokha darling
Love sex aur dhokha
Love sex aur dhokha darling
Love sex aur dhokha
"
770,Love Sex Aur Dhokha ,2010,Tauba Tauba Ve Teri Surat,Kailash Kher,Raju Singh,Aatish Kapadia,"[Tauba tauba tauba uff uff] x 3

Tauba tauba tauba tauba tauba tauba tauba uff
Tauba tauba tauba uff
Tauba tauba tauba uff
Tauba tauba tauba

Tauba tauba ve teri surat
Maashallah ve teri surat
Tauba tauba ve teri surat
Maashallah ve teri surat
Tenu jede wele rab ne banaya mere yaara
Dildara disa rab da nazara uff

Tauba tauba tauba uff
Tauba tauba tauba
Tauba tauba ve teri surat
Maashallah ve teri surat
Tenu jede wele rab ne banaya mere yaara
Dildara disa rab da nazara uff
Tauba tauba tauba uff
Tauba tauba tauba uff

Tu chhod jahan ki baatein
Jag jhootha hai paagal hai
Tere bina yeh saari duniya
Ek veerana jungle hai
Tere sang sang dolun
Teri khushbu mein gholun
Ang-ang rang-rang sara uff
Tauba tauba tauba uff
Tauba tauba tauba uff

Tu khwaab hai ya hai dhokha
Thagni hain ya koi maya
Hai tu nachni naach nachave
Tujhe koi samajh na paya
Teri nazron ki dhaar
Teekhi teekhi kataar
Jo bhi dekhe woh to gaya bas mara
Tauba tauba tauba uff
Tauba tauba tauba uff

Tauba tauba ve teri surat
Maashallah ve teri surat
Tauba tauba ve teri surat
Maashallah ve teri surat
Tenu jede wele rab ne banaya mere yaara
Dildara disa rab da nazara
Tauba tauba tauba uff
Tauba tauba tauba uff

Tauba tauba ve e e e teri surat
Maashallah ve e e e teri surat
Tauba tauba ve teri surat
Maashallah ve e e e teri surat
Tenu jede wele rab ne banaya mere yaara
Dildara disa rab da nazara
Tauba tauba tauba uff
Tauba tauba tauba uff
Tauba tauba tauba uff
Tauba tauba tauba uff
"
771,Love Sex Aur Dhokha ,2010,Tu Gandi Achhi Lagti Hai,Kailash Kher,Sneha Khanwalkar,Dibakar Banerjee,"Tu gandi achhi lagti hai
Tu bandi achhi lagti hai
Tu kali si kachhi..
Tu tali si machhi lagti hai

Tu gandi achhi lagti hai
Tu bandi achhi lagti hai
Tu kali si kachhi..
Tu tali si machhi lagti hai

Main saat janam upwaasa hoon
Aur saat samandar pyasa hoon
Jee bhar ke tujhko pee lunga
Tu gandi achhi lagti hai
Tu gandi achhi lagti hai
Tu bandi achhi lagti hai
Tu kali si kachhi..
Tu tali si machhi lagti hai

Aa.. aa..

Main na jaanun kya sharam haya
Tujhe jaan ke main sab bhool gaya
Jo kehte hain yeh kufra-e-khata
Kafir kya hain unko kya pata

Main na jaanun kya sharam haya
Tujhe jaan ke main sab bhool gaya
Jo kehte hain yeh kufra-e-khata
Kafir kya hain unko kya pata

Tu gandi achhi lagti hai
Tu bandi achhi lagti hai
Tu kali si kachhi.. chhi chhi chhi
Tu tali si machhi lagti hai

Sach sach main bolne wala hoon
Main man ka behad kala hoon
Tere rang mein man rang loonga
Tu rangi achhi lagti hai
Tu sachhi achhi lagti hai
Tu achhi achhi lagti hai, 
Tu jhoothi...
Tu roothi achhi lagti hai

Tu gandi achhi lagti hai
Tu bandi achhi lagti hai
Tu kali si kachhi...
Tu tali si machhi lagti hai
Tu kali si kachhi...
"
772,Love Story ,1981,"Yaad Aa Rahi Hai, Teri Yaad Aa Rahi Hai","Lata Mangeshkar, Amit Kumar",R. D. Burman,Anand Bakshi,"Yaad aa rahi hai, teri yaad aa rahi haiYaad aane se, tere jaane se, jaan ja rahi haiPehle yeh na jana, tere baad yeh jana pyaar meinJeena mushkil kar dega, yeh dil deewana pyaar meinJaane kaise, saans yeh aise, aa ja rahi haiYaad aa rahi hai...Yeh rut ki rangaraliyaan, yeh phoolon ki galiyan ro padinMera haal suna to, mere sath yeh kaliyan ro padinEk nahin tu, duniya aansu, barsa rahi haiYaad aa rahi hai...Banate banate dulhan, preet hamari uljhan ban gayiMere dil ki dhadkan, meri jaan ki dushman ban gayiKuchh keh kahake, mujhe reh rahake, tadapaa rahi haiYaad aa rahi hai...
"
773,Love U... Mr. Kalakaar ,2011,Tera Intezaar,"Vijay Prakash, Gayatri Ganjawala",Sandesh Shandilya,Manoj Muntashir,"Tera intezaar karoon mere yaar
Mujhe pyaar se kabhi to pukar
Tera naam le yeh dil baar baar
Mujhe pyaar se kabhi to pukar

Kya dhoop kya ghatayein
Kya phool, taare, shabnam
Tere liye bula loon
Ek saath saare mausam
Tu jo ishara kar de
Shaamein gulaabi kar doon
Dil ro pade khushi se
Main itna pyaar bhar doon
Aaye to phir na jaaye
Main hoon woh bahaar
Tera intezaar karoon mere yaar
Mujhe pyaar se kabhi to pukar

Barse na barse baadal
Chamke na chamke taare
Rang de tu chahaton se
Mere raat din yeh saare
Mere roop rang ko
Motiyon ki kya zaroorat
Tu pyaar se jo chhoo le
Ho jaaoon khoobsurat
Sau jaan se hui main
Tujh pe nisaar

Tera intezaar karoon mere yaar
Mujhe pyaar se kabhi to pukar
Tera naam le yeh dil baar baar
Mujhe pyaar se kabhi to pukar
"
774,Love U... Mr. Kalakaar ,2011,Sarphira Sa Hai Dil,"Shreya Ghoshal, Neeraj Shridhar",Sandesh Shandilya,Manoj Muntashir,"Sarphira sa hai dil, sarphira hai
Na jaane kyun
Tumhein chor nazron se dekhta hai dil
Na jaane kyun
Jitna dekhe utna tadapta hai
Roke se na maane kyun

Thandi dhoop si hai
Thodi badliyan hain
Kuchh paas hai hum
Kuchh dooriyan hain
Bekarariyan hi bekarariyan hain
Bekarariyan hi bekarariyan hain

Abhi kal mile the hum
Kal mile the yahin kahin
Aaj tum hi tum ho
Main kahan hoon, kahin nahi
Jab se main hoon,
Tab se ho mere dil ke aas paas
Jaanti hain tujhe meri dhadkanein
Meri har ek saans
Seene se mere jo utha hai dhuan
Tumhein bhi chhoo ke guzrega
Tum bhi to jaano betaabiyan hain
Kuchh to hain rishte jo darmiyan hain
Bekarariyan hi bekarariyan hain

Jisko nazar yeh meri
Kab se dhoondhti rahi
Rang maine dekha hai
Teri aankhon mein wohi
Haan aisi baatein kar raha hoon main
Aaye na aaye yakin
Mere sapnon mein jo rangreliyan hain
Kuch bhi nahi yeh teri jhalkiyaan hain
Bekarariyan hi bekarariyan hain

Sarphira sa hai dil, sarphira hai
Na jaane kyun
Tumhein chor nazron se dekhta hai dil
Na jaane kyun
Jitna dekhe utna tadapta hai
Roke se na maane kyun

Thandi dhoop si hai
Thodi badliyan hain
Kuchh paas hai hum
Kuchh dooriyan hain
Bekarariyan hi bekarariyan hain
"
775,Love You Hamesha ,2001,Gup Chup Baatein,"Sadhana Sargam, Hariharan",A. R. Rahman,Anand Bakshi,"Gup chup baatein karne laga
Tere badan se mera badan
Jeene laga main marne laga
Chhu liya maine tera badan

Pyar ki aag main jalne laga
Kya tera, kya mera badan
Chaand bhi chhup gaya baadal main
Ho gaya aur andhera badan

Aa main chhod ke yeh duniya
Tere dil main sama jaaun
Door chala jaaun sab se
Tere paas main aa jaaun

Tukur tukur yoon mat dekho
Main tumse sharma jaaun
Apni dil ki dhadkan se
Tera dil dhadka jaaun
Ho khud ko roka bahut magar
Kaam na aaya koyi jatan

Aaj humein kuchh kehna nahi
Haan aaj humein kuchh karna hai
Chutki bhar sindoor teri maang mein
Aaj hi bharna hai
Maang se humein jo nahi mile
Bas wohi cheez churani hai
Pyase mausum se keh do
Humne pyaas bujhani hai
Raat milan ki aayi to
Ban gaya shaam savera badan
Darkar apni baahon main
Bhar liya maine tera badan

Aaj hamare hothon par
Dil ki kahani aayi hai
Humko koyi hosh nahi
Ruth mastani aayi hai
Sej saji hai sapnon ki
Raat suhani aayi hai
Ab chhaye na chhaye ghata
Barse na barse sawan

Dil main bahut andhera tha
Humne bas aag laga di hai
Ek dooje ki baahon main
Chhod chala humko bachpan

Gup chup baatein karne laga
Tere badan se mera badan
Jeene laga main marne laga
Chhu liya maine tera badan

Raat milan ki aayi to
Ban gaya shaam savera badan
Darkar apni baahon main
Bhar liya maine tera badan
Aaj agar hum door rahein
Phir nahi hoga apna milan

Gup chup baatein karne laga
Tere badan se mera badan
Jeene laga main marne laga
Chhu liya maine tera badan
"
776,Loveshuda ,2016,Dono Ke Dono,"Neha Kakkar, Parichay",Mithoon,Manoj Yadav,"Dons ke dono single
Dono ke dono pagal x (4)
Pagal pa pa pagal

Lemme lemme lemme tell you something
We live only once
Main teinu right treat karaa
Baby give me one chance

O chhadd relationship ka panga
Sala breakup ka stress
Cause we single n we mingle
This feeling is the best

Now put your hands up in the air
And hold them up high
Cause we go party all night
I'm single, I ain't shy
I ain't shy

Dono ke dono single
Dono ke dono pagal
Yeh ishq bewakoofi
Aa milke kare chal

Jeena hai toh jeena hai
Toh kyun sochein kya hoga..kal

Dono ke dono single
Dono ke dono pagal
Yeh ishq bewakoofi
Aa milke kare chal
Jeena hai toh jeena hai
To kyu sochein kyaa hoga kal x (2)

Dono ke dono single

Hu 24 ka mein hai 22 ki tu
Akela main akeli hai tu bhi
Handsome sa hu main hai cute see tu
Milaa le dil milaa le ba-khubi

Jo tu rubaru hai
Toh pyar shuru hai, shuroo hai
Na tu sharam kar thora reham kar
Aa pyar karle chal

Dono ke dono single
Dono ke dono pagal
Yeh ishq bewakoofi
Aa milke kare chal
Jeena hai toh jeena hai
To kyu sochein kyaa hoga kal
Dono ke dono single

Main uljha hu, tu suljha de
Main jaan doonga, tu dil to de
Tu zidd dil ki, tu had meri, tu latt meri

Kehne ko khushi hai
Par sach mein khudkushi hai, khudkushi hai
Yara zaraa sambhal
Yu na jao fisal, chadd pyar ko, chal

Dono ke dono single
Dono ke dono pagal
Yeh ishq bewakoofi
Aa milke kare chal
Jeena hai toh jeena hai
To kyu sochein kyaa hoga kal x (2)

Dono ke dono single
"
777,Lucky - No Time For Love ,2005,Sun Zara Soniye Sun Zara,"Sonu Nigam, Adnan Sami",Adnan Sami,Sameer,"Sun zara soniye sun zara
Sun zara soniye sun zara
Sun zara soniye sun zara
Sun zara soniye sun zara
Aaj kkamoshiyon se
Aa rahi hai sada
Dhadkanein hain deewani
Dil bhi kuchh keh raha hai

Sun zara soniye sun zara
Sun zara soniye sun zara
Aaj kkamoshiyon se
Aa rahi hai sada
Dhadkanein hain deewani
Dil bhi kuchh keh raha hai
Sun zara soniye sun sun zara

Beete lamhon ke saaye to
Bas yahin tham gaye hain
Yaad mujhe aaye teri baatein
Palkon ki surkh chadar pe
Ashk bhi jam gaye hain
Teri aankhon se na hat-ti aankhein
Bebasi ka hai aalam
Kya karoon main bata
Dhadkanein hain deewani
Dil bhi kuchh keh raha hai
Sun zara soniye sun zara
Sun zara soniye sun zara

Aaj kkamoshiyon se
Aa rahi hai sada
Dhadkanein hain deewani
Dil bhi kuchh keh raha hai
Sun zara soniye sun zara
Sun zara soniye sun zara

Choom ke apne hothon se
Tere gham ko chura loon
La ke tujhe de doon khushiyan saari
Apni har beqaraari ko
Seene mein hi chhupa loon
Meri chahatein jayein tujhpe waari
Sehme-sehme labon mein
Ghul gayi hai dua
Dhadkanein hain deewani
Dil bhi kuchh keh raha hai
Sun zara soniye sun zara
Hey sun zara soniye sun zara

Aaj kkamoshiyon se
Aa rahi hai sada
Dhadkanein hain deewani
Dil bhi kuchh keh raha hai
Sun zara soniye sun zara
Ho sun zara soniye sun zara
Sun zara soniye sun zara
Sun zara soniye sun zara
"
778,Luv Ka The End ,2011,Hoga Kya Tonight,Suman Sridhar,Ram Sampath,Amitabh Bhattacharya,"Kyon main gun-gu-na rahiKuch zyada mus-ku-ra rahiHoga kya tonightYun toh main khush hoon magarThodi thodi ghabra rahiHoga kya tonightDekhe hain jo sapne sabhiWoh pehle pyar keSach ho gaye, purey huePal in-te-zarkeTonight tonightTonight tonightIs gonna be our nightAnd i'll be by your sideTonight tonightTonight tonightEverything will be just rightAnd i'll.. be.. by.. your sidePehnoon main chun chun ke wohJo tere dil ko bhayegaHoga kya tonightYa phir main jaisi bhi hoonUss se impress ho jayegaHoga kya tonightPehle nahi jaise mileYun milna aaj haiMujhse teri ek pal nazarPhir hutt na payegiWaiting for tonight...Waiting for tonight...
"
779,Luv Shuv Tey Chicken Khurana ,2012,Luni Hasi,Devendra Singh,,,"Thoda mil jul keGhul mil jaaye yaarTeekhi hai kahinTo meethi kahin haiZara sabra kareinKarein.. karein..Karein.. re karein..Teri halki luni luni si haaye.. hasiTidke di laali gallaan te haaye.. khiliTeri halki luni luni si haaye.. hasiTidke di laali gallaan te haaye.. khiliLuni hasi.. haaye khili..Haule halue se zara deLuni hasi.. haaye khili..Dheeme dheeme peete pilaateTere utthe haaye mar jaava gud kha keTere utthe haaye mar jaava gud kha kePreet sagi yeh khushbu udi yehAayi khabar be-naseebon se roothi khushi..?????????? roop yeh teraKesar si boliyon pe itraati sajti hasi...Saje hasi......Meri na ab hai kaisa ghazab haiRangat yeh jo nikhri jaayeZameen te rab hai, sang ajab haiAmbara nu chhu la haaye..Tere utthe haaye mar jaava gud kha ke..Tere utthe haaye mar jaava gud kha ke..
"
780,Luv Shuv Tey Chicken Khurana ,2012,Luv Shuv Tey Chicken Khurana Title Song,"Shahid Mallya, Harshdeep Kaur",,,"Jee main socha..Kal maike chali jau mainTang ho jeTe nu jyada na sataoon mainKi maike main pakkiJe sachchi jau mainHaaye..Je tu maike gaiyo niTere pichche hayo niGaddi mein fad keTaange pe baith ke aanvaO.. bindi surkhi lai lai niNavi kurti lai lai niRishwat ni lai leTohfe te nu dilawaan...Te nu sonh meri hai na jauMeinu galiyan chhad ke jaanviTere laihe hans ro bibaLuv shuv tey chicken khuranaLuv shuv tey..Chicken khurana..Mere bina vekha kaise reh paogeChulha chauka kaise karoge banaogeGuzara na hoga jeevan na tereHoo....Chulha chauka hoga jeeJe tu gai te dhokha jeeKar seva teriTere pair main dabaawaan...Kabhi keh mahiwaal seMajnu farhaad se..Lakh waari waari sadke main tere jaavaanTe nu sonh meri hai na jauMeinu galiyan chhad ke jaanviTere laihe hans ro bibaLuv shuv tey chicken khuranaHo bas rehne diyaanMain dekh liyaOopar se kehna kahaana haiAndar se phoote laddoo jeeBandon ka yeh kissa purana haiMain auron jaisa nahi hoonHun tere ko ki chhupaana haiTere tere vargi hai koiTere agge fit faat zamaana haiHoo...Te nu sonh meri hai na jauMeinu galiyan chhad ke jaanviTere laihe hans ro bibaLuv shuv tey chicken khuranaHoye.. hoye..Hoye.. hoye..Biba.. ho biba..... [hoye.. hoye..]Ho biba...... [hoye.. hoye..]Hoye.. hoye..Hoye.. hoye..
"
781,Luv Shuv Tey Chicken Khurana ,2012,Motorwada,"Amit Trivedi, Tochi Raina",,,"Ke viratan hai manas yeh dude hai rudePiye dabbe wala doodhYo oodbilaav rakoodBole bum-bum bhagat-bhagat bhaa...Bole bhagat-bhagat bhagat-bhagat bhaa...Yo Motorwada...Saam dand bhed na hai sorry na hai khedMister bhaag le pistal daag deYo motorwada paune saath takka satka..Yo motorwada ding dong karta leve entry..Yo motorwada pee ke desi khele re matka..Yo motorwada ka visa na dekehe country..Maare chhed chhad ginta hai abcBadi jald sara team hai re dekchiBaat jaane de gal rehne deJaane de.. jaane de.. jaane de..Re.. bassKhel ki chhaado asli to baat karChik chidiya ki warna to saaf karHai aukaat re de tu maat reRe jo hai doonga patakYo motorwada reteshon mein ghoome jee munda..Yo motorwada tom n jerry dekhe rove jee..Rotan hai chhora pocket gunda karte jee undaa..Yo motorwada gaave raagini hip hop mein jee..Motorwade motorwadeMotorwade motorwadeMotorwade motorwadeMotorwade motorwadeMaare chhed chhad ginta hai abcBadi jald sara team hai re bekachiBaat jaane de gal rehne deJaane de.. jaane de.. jaane de..Re.. bassKhel ki chhaado asli to baat karChik chidiya ki warna to saaf karHai aukaat re de tu maat reRe jo hai doonga patakYo motorwada pee ke le le ka chautha bhagaYo motorwada pant mein rakhe nanhi moongfaliYo motorwada hai hud-dangi na laiyo pangaYo motorwada yun kehta hai local bruce leeYo motorwada paune saath takka satka..Yo motorwada ding dong karta leve entry..Yo motorwada pee ke desi khele re matka..Yo motorwada ka visa na dekehe country..
"
782,Luv Shuv Tey Chicken Khurana ,2012,Kikli Kalerdi,"Amit Trivedi, Pinky Maidasani",Amit Trivedi,Shelley,"Kikli kalerdiHath gayi heer diRanjha kare cheat kiKare na phat-phatHey...kab gear katiChik chhoti vatiTwenty-four sevenBas kudiyaan fansaaJa kaja ki galiTa kada ki galiToota dil karePattha udd udd jaayeJa neelu, ja babliJa pinki, ja kamliDikhte hi baaje baaje ghantiKikli kalerdiKarta hai heer diGori ho ya kaaliKare na phat-phatZindagi ka maqsad hai meraBass kudiyaan pataanaKaale sheeshe waali gaadi meinUnko ghumaanaKoshish nahi main kartaLadki pat jaati hai khud ba khudThoda sa style hai babyBaaki skin hai touch woodTouch wood..Main pujaari joban kaBan jaaunga ek din jogiItne time se tere peechheUmmaa...Dil aazmaa le baby kalliKahin to mujhko milKahin to anhoni toTu kha le gulMain tera rajaTu meri rani haiTeri suraksha hiSaavdhaani haiHeer saari hai jeeBadi nyaari hai jeeRanjhu ne ki pataDegi tote uddaKya neelu, kya babliKya pinki, kya kamliSaare bajaayengeTeri ghanti...Kikli kalerdiHath gayi heer diRanjha kare jeet kiKare na phat-phat
"
783,Luv U Soniyo ,2013,Pyar Tera,Sonu Nigam,Vipin Patwa,,"Pyar tera is tarah se mujh mein shaamil hua hmm..
Din-ba-din tere bin jeena mushkil hua hmm..
Jaane kaise ishq aaya dil ki zameen pe
Jaane kaise halke se rakha kadam
Ghar kar gaya hamaare dilon mein aise
Haaye aur na tum jaano na hum

Hmm.. hmm.. mm.. hmm.. hmm.. mm.. 
Hmm.. hmm.. mm.. hmm.. hmm.. mm.. 

Haan kaho tum agar to phir baat ban jaaye..
Khushnuma ho zindagi tera haath jo mil jaaye..
Sabse achchi, sabse sachchi lagne lagi ho tum
Na hoke bhi paas mere rehne lagi ho tum
Ab to kuchh is tarah se mera dil aashiq hua..

Hmm.. hmm.. mm.. hmm.. hmm.. mm.. 
Hmm.. hmm.. mm.. hmm.. hmm.. mm..
"
